meeting_id,venue,wg,topic
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR Positioning Maintenance
RAN1_117,"Fukuoka, Japan, May 20th – May 24th, 2024",RAN WG1,9.4.2.2 - Ambient IoT Physical Layer Aspects
RAN1_118,"Maastricht, NL",RAN WG1,Channel Model Enhancement for 7-24GHz
RAN WG1 #118bis,"Hefei, China",RAN WG1,Maintenance on Rel-18 work items
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Multi-Carrier Enhancements for NR
RAN1_116b,"Changsha, China",RAN WG1,Ambient IoT Waveform Characteristics
RAN1_116,"Athens, Greece",RAN WG1,NR evolution and duplex enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,Measurement enhancements for LTM
RAN1_119,"Orlando, US",RAN WG1,PDCCH Candidate Handling in CORESET
RAN1_116,"Athens, Greece",RAN WG1,MIMO evolution for Downlink and Uplink
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 NR NTN Phase 3 Work Plan
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,9.1.3.2 Discussion on CSI compression
RAN1_119,"Orlando, US",RAN WG1,NR NTN Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,AI/ML for NR Physical Layer Enhancements
RAN1_116b,"Changsha, China",RAN WG1,ISAC Channel Modeling
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,UE features for dedicated spectrum less than 5MHz
RAN1_116b,"Changsha, China",RAN WG1,NR PHY layer enhancements
RAN1_119,"Orlando, US",RAN WG1,AIoT evaluation assumptions and results
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR duplex operation evolution
RAN1_118b,"Hefei, China",RAN WG1,9.4.2.3 Downlink and uplink channel/signal aspects
RAN1_119,"Orlando, FL, USA",RAN WG1,Adaptation of Common Signaling for NES
RAN1_118b,"Hefei, China",RAN WG1,9.4.2.3: Downlink and Uplink Channel/Signal Aspects for A-IoT
RAN1_118b,"Hefei, China",RAN WG1,MIMO Enhancements
RAN1_117,,RAN WG1,Physical layer specifications
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Enhancements for NR MIMO
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Agenda Item 9.6.2: LP-WUS Operation
RAN1_118b,"Hefei, China",RAN WG1,Channel Model Enhancements for 7-24GHz
RAN1_119,"Orlando, US",RAN WG1,UL SRS configurations for positioning enhancements
RAN1_119,USA,RAN WG1,SL-PRS Prioritization in NR Sidelink
RAN1_116,"Athens, Greece",RAN WG1,5G Advanced Physical Layer Enhancements
RAN1_118,"Maastricht, NL, August 19th – 23rd 2024",RAN WG1,NR MIMO evolution Phase 5 enhancements
RAN1_118b,"Hefei, China",RAN WG1,Timing Advance calculation corrections for NTN/ATG scenarios
RAN1_116b,"Changsha, China",RAN WG1,On-demand SIB1 techniques
RAN1_118,"Maastricht, The Netherlands",RAN WG1,UL codebook configurations
RAN1_119,"Orlando, USA",RAN WG1,Physical layer standardization
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Agenda 8.4: Beam consistency in LTM Cell Switch Command
RAN1_118,"Maastricht, NL",RAN WG1,UL synchronization mechanisms for NTN
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Study on waveform characteristics for Ambient IoT
RAN1_116,"Athens, Greece",RAN WG1,Random access procedure for SBFD
RAN1_116,"Athens, Greece",RAN WG1,ISAC Channel Modelling
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR NTN Downlink Coverage Enhancement
RAN1_117,"Fukuoka, Japan",RAN WG1,Evolution of NR duplex operation
RAN1_116,"Athens, Greece",RAN WG1,Enabling TX/RX for XR during RRM measurements
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 Work Item Discussions
RAN1_117,"Fukuoka city, Fukuoka, Japan",RAN WG1,NR Sidelink Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR MIMO Enhancements
RAN WG1 #118bis,"3F (Main), 2F (Breakout #2)",RAN WG1,RAN1 Agenda Finalization for Release 19
RAN1_116,"Athens, Greece",RAN WG1,Enhancements for NR MIMO and beam management
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,PH reporting for mTRP configurations
RAN1_118b,"Heifei, China",RAN WG1,9.4.2.3: Downlink/uplink channel/signal aspects for Ambient IoT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Enhancements for asymmetric DL/UL scenarios
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,2-step RACH enhancements for eRedCap
RAN1_119,"Orlando, US",RAN WG1,Channel Model Validation for 7-24 GHz
RAN1_118b,"Hefei, China",RAN WG1,LP-WUS operation in CONNECTED mode
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enhancements of Network Energy Savings for NR
RAN1_116b,"Changsha, China",RAN WG1,NR Duplex Evolution
RAN1_119,"Orlando, USA",RAN WG1,Rel-18 NR Positioning Enhancements
RAN1_119,"Orlando, FL, US",RAN WG1,LP-WUS and LP-SS design for NR Rel-19
RAN1_116,"Athens, Greece",RAN1,5G NR Physical Layer Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,NR-NTN Phase 3 Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Physical layer specifications discussion
RAN1_116b,"Changsha, China",RAN WG1,Rel-18 Multicarrier Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Physical layer procedures
RAN1_119,"Hyderabad, India",SA5,AI/ML Model Management
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR MIMO Phase 5
RAN1_118b,"Hefei, China",RAN WG1,CSI Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Enhancement for asymmetric DL sTRP/UL mTRP scenarios
RAN1_116,"Athens, Greece",RAN WG2,Rel-18 Protocol Specifications
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN1,Physical layer specifications
RAN1_118b,"Hefei, China",RAN WG1,9.1.4.1 CSI Feedback Enhancement
RAN1_118b,"Hefei, China",RAN WG1,Channel model adaptation for 7-24GHz
RAN1_118,"Maastricht, NL",RAN WG1,Mobility Enhancements Phase 4
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Sidelink Feature Co-configuration
RAN1_119,"Hefei, China",RAN WG1,Physical layer specifications
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Waveform Design for Ambient IoT
RAN1_118b,"Hefei, China",RAN WG1,ISAC Channel Model Deployment Scenarios
RAN1_116b,"Changsha, China",RAN WG1,AI/ML-based Beam Management
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,AI/ML for NR Air Interface
RAN1_116,"Athens, Greece",RAN WG1,Physical layer specifications for radio access networks
RAN1_116b,"Changsha, Hunan Province, China",RAN,Channel Model Enhancements for FR3
RAN1_116,"Athens, Greece",RAN WG1,NR Radio Resource Management Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Type-2 field blocks in DCI 1_3/0_3 specification correction
RAN1_117,,RAN WG1,CSI enhancement discussions
RAN1_119,"Orlando, USA",RAN WG1,SBFD TX/RX/measurement procedures
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 NR MIMO Evolution
RAN1_119,"Orlando, US",RAN WG1,A-IoT Resource Allocation and Frame Structure
RAN1_117,"Fukuoka, Japan",RAN WG1,Rel-16 NR specifications maintenance
RAN1_118,"Maastricht, NL",RAN WG1,MIMO CSI Enhancement for Rel-19
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,8.1: Multi-cell scheduling enhancements
RAN1_116,"Athens, Greece",RAN WG1,Physical Layer Design
RAN1_119,"Orlando, US",RAN WG1,Physical layer protocol design for 5G NR enhancements
RAN1_118,"Maastricht, NL",RAN WG1,CSI enhancements
RAN1_116b,"Changsha, China",RAN WG1,Sidelink Enhancements
RAN1_119,"Orlando, US",RAN WG1,NR UE Power Saving Enhancements
RAN1_119,"Orlando, USA",RAN WG1,NR MIMO Enhancements
RAN1_116b,"Athens, Greece",RAN WG2,NR positioning enhancements
RAN1_118,"Maastricht, NL",RAN WG1,Physical layer enhancements for Ambient IoT
RAN1_116,"Athens, Greece",RAN WG1,9.4.1.2 Ambient IoT Device Architecture
RAN1_118b,"Hefei, China",RAN WG1,NR physical layer enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Rel-18 NR Features
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Pre-emption and re-evaluation procedures for MCSt in sidelink
RAN1_118,"Maastricht, NL",RAN WG1,Evolution of NR Duplex Operation
RAN1_119,"Orlando, USA",RAN WG1,Uplink enhancements for NR-NTN
RAN1_116,"Athens, Greece",RAN WG1,FR2-NTN Physical Layer Standardization
RAN1_116,"Athens, Greece",RAN WG1,Multi-Carrier Enhancements
RAN1_119,"Orlando, US",RAN WG1,AI/ML for beam management
RAN1_117,"Fukuoka, Japan",RAN WG1,TRS occasions configuration for idle/inactive UEs
RAN1_119,"Orlando, Florida, USA",RAN WG1,AI/ML for NR Air Interface
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Physical layer enhancements for NR
RAN1_116,"Athens, Greece",RAN WG1,9.4.2.2 - Ambient IoT Frame Structure
RAN WG1 #119,"Orlando, US",RAN WG1,AI/ML for NR Air Interface
RAN1_118,"Maastricht, NL",RAN WG1,Physical layer protocols and enhancements
RAN1_116,"Athens, Greece",RAN WG1,Network Energy Savings Enhancements
RAN1_119,"Orlando, USA",RAN WG1,SSB configuration and adaptation mechanisms
RAN1_118b,"Hefei, China",RAN WG1,Agenda Item 9.4.1.1: Ambient IoT Evaluation
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 NR Physical Layer Enhancements
RAN1_118b,"Hefei, China",RAN WG1,NR Physical Layer Agenda
RAN1_118b,"Hefei, China",RAN WG1,AI/ML for NR Air Interface Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,9.4.2.2 Frame structure and timing aspects
RAN1_118b,"Hefei, China",RAN WG1,ISAC deployment scenarios
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Channel modeling for NR evolution
RAN1_119,"Orlando, USA",RAN1,NR Mobility Enhancements Phase 4
RAN1_118,"Maastricht, NL",RAN WG1,UE features for Rel-18 LTM
RAN1_117,"Fukuoka City, Japan",RAN WG1,Rel-19 NR MIMO Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG2,Power Control Parameters for Unified TCI State Framework
RAN1_118,"Maastricht, Netherlands",TSG-RAN WG1,ISAC Channel Modeling
RAN1_118,"Maastricht, Netherlands",RAN WG1,Ambient IoT in NR
RAN1_119,"Orlando, US",RAN WG1,PHY Layer Enhancements for XR
RAN1_118,"Maastricht, Netherlands",RAN WG1,Agenda item 5: Discussion on RACH during UL transmission extension
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Rel-18 Work Items Maintenance
RAN1_118b,"Hefei, China",RAN WG1,Rel-19 NR Enhancements
RAN1_117,"Fukuoka, Japan",RAN WG1,Channel model enhancements for 7-24 GHz
RAN1_116,"Athens, Greece",RAN WG1,Ambient IoT – General aspects of physical layer design
RAN1_116,"Athens, Greece",RAN WG1,Rel-18 multi-cell scheduling enhancements
RAN1_116,"Athens, Greece",RAN WG1,NR Mobility Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR-NTN Uplink Capacity Enhancement
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Radio Access Network Specifications
RAN1_118b,"Hefei, China",RAN WG1,UL capacity enhancement for IoT NTN
RAN1_116b,"Changsha, China",RAN WG1,SBFD CLI operation
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML model and data aspects
RAN1_117,,RAN WG1,Physical Layer Specifications
RAN1_118,"Maastricht, NL",RAN WG1,Rel-19 Asymmetric mTRP Operation
RAN1_118,"Maastricht, NL",RAN WG1,Channel Modelling Enhancements for 7-24 GHz
RAN1_116b,"Changsha, China",RAN WG1,9.1.3.2 AI/ML for NR Air Interface
RAN1_118b,"Heifei, China",RAN WG1,RAN1 Meeting for Release 19 NES Enhancements
RAN1_116b,"Changsha, Hunan, China",RAN WG1,NR Physical Layer Enhancements
RAN1_116,"Athens, Greece",RAN WG1,UE Features for eRedCap
RAN1_116,"Athens, Greece",RAN WG1,NR NTN Phase 3 Enhancements
RAN1_116b,"Changsha, China",RAN WG1,SLPP Enhancements
RAN1_116b,"Changsha, China",RAN WG1,NR Sidelink Evolution and Coexistence
RAN1_116,"Athens, Greece",RAN WG1,Rel-19 CSI enhancements
RAN1_116,"Athens, Greece",RAN WG1,Discussion on enabling data transmissions for XR during RRM measurements
RAN1_116b,"Athens, Greece",RAN WG1,ISAC Channel Modeling
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR duplex operation enhancements
RAN1_118,"Maastricht, NL",RAN WG1,NR coverage enhancements
RAN1_118b,"Hefei, China",RAN WG1,Physical layer enhancements for 5G-Advanced
RAN1_118,"Maastricht, Netherlands",RAN WG1,5G-Advanced & 6G Physical Layer Design
RAN1_118b,"Hefei, China",RAN WG1,3GPP TSG RAN WG1 Meeting
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,ISAC Channel Modelling
RAN1_118b,"Hefei, China",RAN WG1,Channel modeling enhancements for 7-24GHz
RAN1_117,"Xiamen, China",RAN WG1,Rel-19 Network Energy Savings
RAN1_118b,"Hefei, China",RAN WG1,9.11.1: NR NTN Downlink Coverage Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,9.4.2.1 - Physical layer design for Ambient IoT
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Enabling TX/RX for XR during RRM measurements
RAN1_118b,"Hefei, China",RAN WG1,NR and LTE Physical Layer Enhancements
RAN1_116b,"Changsha, China",RAN WG1,AI/ML-based Positioning Enhancements
RAN1_119,"Orlando, US",RAN WG1,NR evolution
RAN1_119,"Orlando, U.S.A",RAN WG1,NR-NTN Downlink Coverage Enhancements
RAN1_116,"Athens, GR",RAN WG1,Enhancements for UE-initiated/event-driven beam management
RAN1_118b,"Hefei, China",RAN WG1,9.4.2.4 - External Carrier Wave for Ambient IoT
RAN1_119,"Orlando, US",RAN WG1,LP-WUS operation in CONNECTED modes
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,9.11.1 - NR NTN Downlink Coverage Enhancement
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,ISAC deployment scenarios evaluation
RAN1_116b,,RAN WG1,Physical layer procedures
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,On-demand SIB1 transmission mechanisms for network energy saving
RAN1_118,"Maastricht, NL",RAN WG1,Rel-18 Work Item Discussion
RAN1_118,"Maastricht, NL",RAN WG1,5G NR and IoT NTN enhancements
RAN1_119,"Hefei, China",RAN WG2,NR Radio Interface Protocols
RAN1_118,"Maastricht, NL",RAN WG1,SL PRS Power Control Enhancements
RAN1_119,"Orlando, US",RAN WG1,Beam management and AI/ML functionality reporting
RAN1_119,"Hefei, Anhui, China",RAN WG4,SSB Configuration Requirements
RAN1_118,,RAN WG1,UL PT-RS Enhancements
RAN1_118b,"Hefei, People’s Republic of China",RAN WG1,NTN Phase 3 enhancements
RAN1_118,"Maastricht, NL",RAN1,NR Duplex Evolution
RAN1_119,"Orlando, USA",RAN WG1,7-24GHz channel model extension
RAN1_118b,"Hefei, China",RAN WG1,LP-WUS Operation in CONNECTED Mode
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Enhancements for UE-initiated beam management
RAN1_118b,,RAN,CR Approval
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Bandwidth aggregation configurations for NR positioning
RAN1_116,"Athens, Greece",RAN WG1,Further NR coverage enhancements
RAN1_118,"Maastricht, NL",TSG-RAN WG1,NR MIMO Evolution
RAN1_118,"Maastricht, NL",RAN WG1,AI/ML for NR Physical Layer
RAN1_116,"Athens, Greece",RAN WG1,NR MBS enhancements
RAN1_119,"Orlando, US",RAN WG1,Enhancements for XR
RAN1_116b,"Changsha, China",RAN WG1,Physical Layer Specifications
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,ISAC Channel Modeling
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Agenda Item 5: Discussion on SSB-TimeOffset Reference Point
RAN1_118b,"Hefei, Anhui, China, October 14th – 18th, 2024",RAN WG1,3-antenna-port codebook-based transmissions
RAN1_117,"Fukuoka, Japan",RAN WG1,NR MIMO Evolution for DL and UL
RAN1_118b,"Hefei, China",RAN WG1,NR Coverage Enhancements
RAN1_118,"Maastricht, Netherlands",RAN WG1,NR NTN Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Maintenance on Multi-Carrier Enhancements for NR
RAN1_118b,"Hefei, CN",RAN WG1,Introduction of IoT-NTN TDD mode
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,9.11.2: Operation of RedCap/eRedCap in NTN
RAN1_118,"Maastricht, NL",RAN WG1,9.11.2 Support of RedCap and eRedCap UEs in NR NTN
RAN1_119,"Orlando, US",RAN WG1,9.4.2.2 - Frame Structure and Timing for A-IoT
RAN1_119,"Orlando, US",RAN WG1,NR FeMIMO Enhancements
RAN1_118,"Maastricht, The Netherlands",RAN1,DL coverage enhancements for NTN
RAN1#119,,RAN WG1,3GPP RAN1 Physical Layer Standardization
RAN1_117,"Fukuoka, Japan",TSG-RAN WG1,NR Positioning Enhancements
RAN1_119,"Orlando, US",RAN WG1,Agenda Item 8.1: Physical layer enhancements for 8Tx CG-PUSCH
RAN1_116b,"Changsha, China",RAN WG1,Frame structure and timing aspects for Ambient IoT
RAN1_119,"Orlando, US",RAN WG1,Rel-18 MIMO Enhancements
RAN1_118b,"Hefei, China",RAN WG1,Rel-17/Rel-18 NR specification finalization
RAN1_118,"Maastricht, NL",RAN WG1,PTRS-DMRS Association for 8Tx UL MIMO
RAN1_119,"Orlando, US",RAN WG1,NR-NTN downlink coverage enhancements
RAN1_118b,"Hefei, China",RAN WG1,R18 NR Sidelink Remaining Issues
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Maintenance on NR Network-Controlled Repeaters
RAN1_117,"Fukuoka, Japan",RAN WG1,9.4.2.3 - D2R and R2D Channel/Signal Aspects
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,UE features for eRedCap
RAN1_119,"Orlando, US",RAN WG1,Physical layer protocol specifications
RAN1_116,"Athens, Greece",RAN WG1,NR Dedicated Spectrum <5 MHz Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,M-DCI MTRP Beam Management
RAN1_116,"Athens, Greece",RAN WG1,Physical Layer Maintenance
RAN1_119,"Orlando, US, November 18th – 22nd, 2024",RAN WG1,9.4.2.1
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,Agenda 9.10.1: XR RRM measurement enhancements
RAN1_118b,"Hefei, China",RAN WG1,LP-WUS operation in IDLE/INACTIVE modes
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML-based positioning standardization
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Ambient IoT Physical Layer Standardization
RAN1_116b,"Changsha, China",RAN WG1,Physical layer protocol development for 5G NR
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NTN for IoT Phase 3
RAN1_116,"Athens, Greece",RAN1,Physical layer specifications
RAN1_118b,"Hefei, China",RAN WG1,NR-NTN DL Coverage Enhancements
RAN1_118b,"Hefei, China",RAN1,Channel Model Adaptation for 7-24 GHz
RAN1_118,"Maastricht, NL",RAN WG1,BWP Transition Time Clarification
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,On-demand SSB for SCell
RAN1_116b,"Changsha, China",RAN WG1,NR Sidelink Evolution
RAN1_118b,"Hefei, China",RAN WG1,ISAC deployment scenarios discussion
RAN1_118b,"Hefei, China",RAN WG1,Physical layer specifications for 5G/NR
RAN1_116b,"Changsha, China",RAN WG1,Multi-Carrier Enhancements Maintenance
RAN1_117,"Fukuoka, Japan",RAN WG1,Rel-18 NR specifications
RAN1_116b,"Changsha, Hunan province, China",RAN WG1,CSI feedback enhancement for NR
RAN1_119,"Orlando, US",RAN WG1,Radio Access Network Specifications
RAN1_116,"Athens, Greece",RAN WG1,Enhancements on network energy saving
RAN1_118,"Maastricht, NL",RAN WG1,9.4.2.2 Frame structure and timing aspects
RAN1_116,"Athens, Greece",RAN WG1,AI/ML for CSI prediction
RAN1_116,"Athens, Greece",TSG-RAN WG1,AI/ML for NR Positioning
RAN1_118,"Maastricht, NL",RAN WG1,AI/ML Model and Data Aspects
RAN1_118b,"Hefei, China",RAN WG1,Collision handling for positioning SRS
RAN1_118,"Maastricht, Netherlands",RAN WG1,Channel Model Validation for 7-24 GHz
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR Mobility Enhancements
RAN1_119,"Orlando, US",RAN WG1,AI/ML-based positioning enhancements
RAN1_116,"Athens, Greece",RAN WG1,9.6.3 - LP-WUS Operation
RAN1_118,"Maastricht, Netherlands",RAN WG1,8.1: Physical layer procedures for control
RAN1_119,"Orlando, US, November 18th – 22nd, 2024",RAN WG1,Positioning accuracy enhancement
RAN1_117,"Fukuoka City, Japan",RAN WG1,NTN Phase 3 Enhancements
RAN1_119,"Orlando, US",RAN WG1,Physical Layer Design of Ambient IoT
RAN1_117,"Fukuoka City, Japan",RAN WG1,9.7.1 ISAC Deployment Scenarios
RAN1_119,"Orlando, US",RAN WG1,NTN Phase 3 Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,AI/ML-based Beam Management
RAN1_118,"Maastricht, Netherlands",RAN WG1,3GPP NR physical layer enhancements
RAN1_116,"Athens, Greece",RAN WG1,Rel-19 Network Energy Saving
RAN1_116b,"Changsha, China",RAN WG1,LP-WUR operation in CONNECTED mode
RAN1_118b,"Hefei, China",RAN WG1,9.4.2.4 Waveform characteristics for Ambient IoT
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,SLPP Enhancements and Positioning
RAN1_116,"Athens, Greece",RAN WG1,Physical Layer Enhancements
RAN1_119,"Orlando, US",RAN WG1,Physical Layer Design for A-IoT
RAN1_117,"Fukuoka, Japan",RAN WG1,UL Power Control Enhancements
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,Evolution of Duplex operation
RAN1_116,"Athens, Greece",RAN WG1,NR Rel-15/16 maintenance discussion
RAN1_117,"Fukuoka City, Fukuoka, Japan",RAN WG1,NR NTN Phase 3 Enhancements
RAN1_119,"Orlando, US",RAN WG1,3Tx UL MIMO Enhancements
RAN1_116b,"Changsha, Hunan Province, China",RAN WG1,NR Positioning Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,NR Duplex Evolution and SBFD
RAN1_116b,"Changsha, China",TSG-RAN WG1,NR NTN Enhancements
RAN1_118,"Maastricht, NL",RAN WG1,NR Radio Access Network Specifications
RAN1_116,"Athens, Greece",RAN WG1,NR_feMIMO-Core Work Item Discussions
